id,prefecture_name,ward_city_name,prefecture_name_kana,ward_city_name_kana,prefecture_id,ward_city_id
24066,青森県,横浜町,ｱｵﾓﾘｹﾝ,ﾖｺﾊﾏﾏﾁ,2,406
24082,青森県,東北町,ｱｵﾓﾘｹﾝ,ﾄｳﾎｸﾏﾁ,2,408
24112,青森県,六ヶ所村,ｱｵﾓﾘｹﾝ,ﾛｯｶｼｮﾑﾗ,2,411
24121,青森県,おいらせ町,ｱｵﾓﾘｹﾝ,ｵｲﾗｾﾁｮｳ,2,412
24236,青森県,大間町,ｱｵﾓﾘｹﾝ,ｵｵﾏﾏﾁ,2,423
24244,青森県,東通村,ｱｵﾓﾘｹﾝ,ﾋｶﾞｼﾄﾞｵﾘﾑﾗ,2,424
24252,青森県,風間浦村,ｱｵﾓﾘｹﾝ,ｶｻﾞﾏｳﾗﾑﾗ,2,425
24261,青森県,佐井村,ｱｵﾓﾘｹﾝ,ｻｲﾑﾗ,2,426
24414,青森県,三戸町,ｱｵﾓﾘｹﾝ,ｻﾝﾉﾍﾏﾁ,2,441
24422,青森県,五戸町,ｱｵﾓﾘｹﾝ,ｺﾞﾉﾍﾏﾁ,2,442
24431,青森県,田子町,ｱｵﾓﾘｹﾝ,ﾀｯｺﾏﾁ,2,443
24457,青森県,南部町,ｱｵﾓﾘｹﾝ,ﾅﾝﾌﾞﾁｮｳ,2,445
24465,青森県,階上町,ｱｵﾓﾘｹﾝ,ﾊｼｶﾐﾁｮｳ,2,446
24503,青森県,新郷村,ｱｵﾓﾘｹﾝ,ｼﾝｺﾞｳﾑﾗ,2,450
32018,岩手県,盛岡市,ｲﾜﾃｹﾝ,ﾓﾘｵｶｼ,3,201
32026,岩手県,宮古市,ｲﾜﾃｹﾝ,ﾐﾔｺｼ,3,202
32034,岩手県,大船渡市,ｲﾜﾃｹﾝ,ｵｵﾌﾅﾄｼ,3,203
32051,岩手県,花巻市,ｲﾜﾃｹﾝ,ﾊﾅﾏｷｼ,3,205
32069,岩手県,北上市,ｲﾜﾃｹﾝ,ｷﾀｶﾐｼ,3,206
32077,岩手県,久慈市,ｲﾜﾃｹﾝ,ｸｼﾞｼ,3,207
32085,岩手県,遠野市,ｲﾜﾃｹﾝ,ﾄｵﾉｼ,3,208
32093,岩手県,一関市,ｲﾜﾃｹﾝ,ｲﾁﾉｾｷｼ,3,209
32107,岩手県,陸前高田市,ｲﾜﾃｹﾝ,ﾘｸｾﾞﾝﾀｶﾀｼ,3,210
32115,岩手県,釜石市,ｲﾜﾃｹﾝ,ｶﾏｲｼｼ,3,211
32131,岩手県,二戸市,ｲﾜﾃｹﾝ,ﾆﾉﾍｼ,3,213
32140,岩手県,八幡平市,ｲﾜﾃｹﾝ,ﾊﾁﾏﾝﾀｲｼ,3,214
32158,岩手県,奥州市,ｲﾜﾃｹﾝ,ｵｳｼｭｳｼ,3,215
32166,岩手県,滝沢市,ｲﾜﾃｹﾝ,ﾀｷｻﾞﾜｼ,3,216
33014,岩手県,雫石町,ｲﾜﾃｹﾝ,ｼｽﾞｸｲｼﾁｮｳ,3,301
33022,岩手県,葛巻町,ｲﾜﾃｹﾝ,ｸｽﾞﾏｷﾏﾁ,3,302
33031,岩手県,岩手町,ｲﾜﾃｹﾝ,ｲﾜﾃﾏﾁ,3,303
33219,岩手県,紫波町,ｲﾜﾃｹﾝ,ｼﾜﾁｮｳ,3,321
33227,岩手県,矢巾町,ｲﾜﾃｹﾝ,ﾔﾊﾊﾞﾁｮｳ,3,322
33669,岩手県,西和賀町,ｲﾜﾃｹﾝ,ﾆｼﾜｶﾞﾏﾁ,3,366
33812,岩手県,金ケ崎町,ｲﾜﾃｹﾝ,ｶﾈｶﾞｻｷﾁｮｳ,3,381
34029,岩手県,平泉町,ｲﾜﾃｹﾝ,ﾋﾗｲｽﾞﾐﾁｮｳ,3,402
34410,岩手県,住田町,ｲﾜﾃｹﾝ,ｽﾐﾀﾁｮｳ,3,441
34614,岩手県,大槌町,ｲﾜﾃｹﾝ,ｵｵﾂﾁﾁｮｳ,3,461
34827,岩手県,山田町,ｲﾜﾃｹﾝ,ﾔﾏﾀﾞﾏﾁ,3,482
34835,岩手県,岩泉町,ｲﾜﾃｹﾝ,ｲﾜｲｽﾞﾐﾁｮｳ,3,483
34843,岩手県,田野畑村,ｲﾜﾃｹﾝ,ﾀﾉﾊﾀﾑﾗ,3,484
